frozenset(['maint_high']),frozenset(['lug_boot_small']),0.33333333333333337
frozenset(['lug_boot_small']),frozenset(['maint_low']),0.25
frozenset(['maint_low']),frozenset(['lug_boot_small']),0.33333333333333337
frozenset(['class_acc']),frozenset(['safety_high']),0.53125
frozenset(['safety_high']),frozenset(['class_acc']),0.3541666666666667
frozenset(['lug_boot_small']),frozenset(['doors_4']),0.25
frozenset(['doors_4']),frozenset(['lug_boot_small']),0.33333333333333337
frozenset(['maint_vhigh']),frozenset(['buying_low']),0.25
frozenset(['buying_low']),frozenset(['maint_vhigh']),0.25
frozenset(['class_v_good']),frozenset(['persons_more']),0.5384615384615385
frozenset(['class_unacc']),frozenset(['lug_boot_small']),0.371900826446281
frozenset(['lug_boot_small']),frozenset(['class_unacc']),0.7812499999999999
frozenset(['safety_high']),frozenset(['buying_low']),0.25
frozenset(['buying_low']),frozenset(['safety_high']),0.33333333333333337
frozenset(['class_acc']),frozenset(['maint_vhigh']),0.1875
frozenset(['maint_vhigh']),frozenset(['class_acc']),0.16666666666666669
frozenset(['buying_vhigh']),frozenset(['doors_3']),0.25
frozenset(['doors_3']),frozenset(['buying_vhigh']),0.25
frozenset(['maint_med']),frozenset(['safety_med']),0.33333333333333337
frozenset(['safety_med']),frozenset(['maint_med']),0.25
frozenset(['class_unacc']),frozenset(['safety_low']),0.47603305785123967
frozenset(['safety_low']),frozenset(['class_unacc']),1.0
frozenset(['doors_2']),frozenset(['maint_low']),0.25
frozenset(['maint_low']),frozenset(['doors_2']),0.25
frozenset(['safety_high']),frozenset(['class_v_good']),0.11284722222222221
frozenset(['class_v_good']),frozenset(['safety_high']),1.0
frozenset(['doors_3']),frozenset(['safety_low']),0.33333333333333337
frozenset(['safety_low']),frozenset(['doors_3']),0.25
frozenset(['safety_high']),frozenset(['lug_boot_big']),0.3333333333333333
frozenset(['lug_boot_big']),frozenset(['safety_high']),0.3333333333333333
frozenset(['class_unacc']),frozenset(['persons_2']),0.47603305785123967
